Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound
Over Exp,101,8,6/25/19,M,7/6/19,0.3212,11,NA,NA,Y
Over Exp,101,10,6/25/19,M,7/6/19,0.3451,11,NA,NA,Y
Over Exp,101,13,6/25/19,M,7/6/19,0.2994,11,NA,NA,Y
Over Exp,101,15,6/25/19,M,7/6/19,0.3398,11,NA,NA,Y
Over Exp,101,19,6/25/19,M,7/6/19,0.3077,11,NA,NA,Y
Over Exp,101,21,6/25/19,M,7/6/19,0.286,11,NA,NA,Y
Over Exp,101,22,6/25/19,M,7/6/19,0.3455,11,NA,NA,Y
Over Exp,101,23,6/25/19,M,7/6/19,0.331,11,NA,NA,Y
Over Exp,12,29,4/11/18,M,4/21/18,NA,10,5/1/18,20,Y
Over Exp,12,45,4/11/18,M,4/21/18,NA,10,5/2/18,21,Y
Over Exp,101,2,6/25/19,M,7/5/19,0.3095,10,NA,NA,Y
SoundRoom,5,18,10/25/17,M,11/14/17,0.3895,20,11/26/17,32,N
SoundRoom,5,51,10/25/17,M,11/14/17,0.3344,20,11/22/17,28,N
SoundRoom,5,13,10/25/17,M,11/10/17,0.3672,16,11/22/17,28,N
SoundRoom,5,15,10/23/17,M,11/8/17,0.3346,16,11/19/17,27,N
SoundRoom,5,38,10/23/17,M,11/8/17,0.4091,16,11/19/17,27,N
SoundRoom,6,48,10/25/17,M,11/10/17,0.4189,16,11/23/17,29,N
SoundRoom,5,5,10/25/17,M,11/9/17,0.3758,15,11/22/17,28,N
SoundRoom,5,29,10/25/17,M,11/9/17,0.359,15,11/21/17,27,N
SoundRoom,5,36,10/25/17,M,11/9/17,0.3933,15,11/22/17,28,N
SoundRoom,5,1,10/23/17,M,11/7/17,0.4111,15,11/19/17,27,N
SoundRoom,5,45,10/23/17,M,11/7/17,0.3274,15,DEAD,NA,N
SoundRoom,5,47,10/23/17,M,11/7/17,0.3736,15,11/19/17,27,N
SoundRoom,6,3,10/25/17,M,11/9/17,0.4076,15,11/19/17,25,N
SoundRoom,6,7,10/25/17,M,11/9/17,0.4179,15,11/22/17,28,N
SoundRoom,6,10,10/25/17,M,11/9/17,0.3673,15,11/22/17,28,N
SoundRoom,6,19,10/25/17,M,11/9/17,0.3513,15,11/22/17,28,N
SoundRoom,6,23,10/25/17,M,11/9/17,0.3888,15,11/22/17,28,N
SoundRoom,6,28,10/25/17,M,11/9/17,0.3867,15,11/21/17,27,N
SoundRoom,6,33,10/25/17,M,11/9/17,0.424,15,11/22/17,28,N
SoundRoom,6,35,10/25/17,M,11/9/17,0.4107,15,11/22/17,28,N
SoundRoom,6,47,10/25/17,M,11/9/17,0.3867,15,11/22/17,28,N
SoundRoom,6,49,10/25/17,M,11/9/17,0.3015,15,11/22/17,28,N
SoundRoom,5,4,10/25/17,M,11/8/17,0.407,14,11/22/17,28,N
SoundRoom,5,8,10/25/17,M,11/8/17,0.3331,14,11/21/17,27,N
SoundRoom,5,16,10/25/17,M,11/8/17,0.3763,14,11/22/17,28,N
SoundRoom,5,20,10/25/17,M,11/8/17,0.3341,14,11/21/17,27,N
SoundRoom,5,27,10/25/17,M,11/8/17,0.3835,14,11/20/17,26,N
SoundRoom,5,28,10/25/17,M,11/8/17,0.3435,14,11/20/17,26,N
SoundRoom,5,32,10/25/17,M,11/8/17,0.3931,14,11/21/17,27,N
SoundRoom,5,34,10/25/17,M,11/8/17,0.3771,14,11/20/17,26,N
SoundRoom,5,37,10/25/17,M,11/8/17,0.3668,14,11/21/17,27,N
SoundRoom,5,39,10/25/17,M,11/8/17,0.3956,14,11/22/17,28,N
SoundRoom,5,40,10/25/17,M,11/8/17,0.4116,14,11/21/17,27,N
SoundRoom,5,43,10/25/17,M,11/8/17,0.4448,14,11/22/17,28,N
SoundRoom,5,45,10/25/17,M,11/8/17,0.3526,14,11/22/17,28,N
SoundRoom,5,47,10/25/17,M,11/8/17,0.34,14,11/21/17,27,N
SoundRoom,5,56,10/25/17,M,11/8/17,0.3793,14,11/22/17,28,N
SoundRoom,5,63,10/25/17,M,11/8/17,0.3206,14,DEAD,NA,N
SoundRoom,5,7,10/23/17,M,11/6/17,0.3591,14,11/19/17,27,N
SoundRoom,5,12,10/23/17,M,11/6/17,0.3291,14,11/18/17,26,N
SoundRoom,5,25,10/23/17,M,11/6/17,0.2916,14,11/19/17,27,N
SoundRoom,5,28,10/23/17,M,11/6/17,0.3442,14,DEAD,NA,N
SoundRoom,5,44,10/23/17,M,11/6/17,0.3522,14,11/19/17,27,N
SoundRoom,5,50,10/23/17,M,11/6/17,0.3214,14,11/18/17,26,N
SoundRoom,5,52,10/23/17,M,11/6/17,0.3788,14,11/19/17,27,N
SoundRoom,5,59,10/23/17,M,11/6/17,0.3491,14,11/18/17,26,N
SoundRoom,6,1,10/25/17,M,11/8/17,0.3944,14,11/22/17,28,N
SoundRoom,6,8,10/25/17,M,11/8/17,0.4177,14,11/22/17,28,N
SoundRoom,6,9,10/25/17,M,11/8/17,0.4027,14,11/22/17,28,N
SoundRoom,6,11,10/25/17,M,11/8/17,0.4176,14,11/22/17,28,N
SoundRoom,6,13,10/25/17,M,11/8/17,0.3632,14,11/22/17,28,N
SoundRoom,6,14,10/25/17,M,11/8/17,0.3793,14,11/22/17,28,N
SoundRoom,6,16,10/25/17,M,11/8/17,0.3929,14,11/21/17,27,N
SoundRoom,6,20,10/25/17,M,11/8/17,0.3172,14,11/21/17,27,N
SoundRoom,6,29,10/25/17,M,11/8/17,0.4028,14,11/22/17,28,N
SoundRoom,6,30,10/25/17,M,11/8/17,0.4036,14,11/21/17,27,N
SoundRoom,6,32,10/25/17,M,11/8/17,0.4355,14,11/21/17,27,N
SoundRoom,6,38,10/25/17,M,11/8/17,0.356,14,11/22/17,28,N
SoundRoom,6,43,10/25/17,M,11/8/17,0.3398,14,11/20/17,26,N
SoundRoom,6,46,10/25/17,M,11/8/17,0.3505,14,11/21/17,27,N
SoundRoom,6,54,10/25/17,M,11/8/17,0.3444,14,11/20/17,26,N
SoundRoom,6,55,10/25/17,M,11/8/17,0.3489,14,11/20/17,26,N
SoundRoom,6,56,10/25/17,M,11/8/17,0.3962,14,11/21/17,27,N
SoundRoom,6,57,10/25/17,M,11/8/17,0.3365,14,11/20/17,26,N
SoundRoom,6,58,10/25/17,M,11/8/17,0.3452,14,11/20/17,26,N
SoundRoom,6,62,10/25/17,M,11/8/17,0.4102,14,11/21/17,27,N
SoundRoom,6,64,10/25/17,M,11/8/17,0.3763,14,11/22/17,28,N
SoundRoom,5,57,10/25/17,M,11/7/17,0.3366,13,11/20/17,26,N
SoundRoom,5,4,10/23/17,M,11/5/17,0.3814,13,11/18/17,26,N
SoundRoom,5,9,10/23/17,M,11/5/17,0.3755,13,11/18/17,26,N
SoundRoom,5,19,10/23/17,M,11/5/17,0.323,13,DEAD,NA,N
SoundRoom,5,23,10/23/17,M,11/5/17,0.3551,13,11/19/17,27,N
SoundRoom,5,33,10/23/17,M,11/5/17,0.3684,13,11/19/17,27,N
SoundRoom,5,42,10/23/17,M,11/5/17,0.3762,13,11/18/17,26,N
SoundRoom,5,48,10/23/17,M,11/5/17,0.343,13,11/19/17,27,N
SoundRoom,5,56,10/23/17,M,11/5/17,0.3535,13,11/18/17,26,N
SoundRoom,5,58,10/23/17,M,11/5/17,0.3255,13,DEAD,NA,N
SoundRoom,5,60,10/23/17,M,11/5/17,0.3046,13,11/17/17,25,N
SoundRoom,6,31,10/25/17,M,11/7/17,0.353,13,11/20/17,26,N
SoundRoom,6,51,10/25/17,M,11/7/17,0.3825,13,11/22/17,28,N
SoundRoom,5,34,10/23/17,M,11/4/17,0.3234,12,11/19/17,27,N
SoundRoom,6,27,10/25/17,M,11/6/17,0.3488,12,11/20/17,26,N
SoundRoom,6,59,10/25/17,M,11/6/17,0.3048,12,11/20/17,26,N
