Trial,Replicate,IndividualID,FoodDate,Sex,PupationDate,PupalMass,PupationAge,EmergenceDate,EmergenceAge,Ultrasound
1 to 3,28,6,11/27/17,M,12/12/17,0.3709,15,NA,NA,N
1 to 3,28,11,11/27/17,M,12/12/17,0.3417,15,DEAD,NA,N
1 to 3,28,19,11/27/17,M,12/12/17,0.3875,15,NA,NA,N
1 to 3,28,40,11/27/17,M,12/12/17,0.3848,15,NA,NA,N
1 to 3,28,41,11/27/17,M,12/12/17,0.4047,15,NA,NA,N
1 to 3,28,45,11/27/17,M,12/12/17,0.3507,15,NA,NA,N
1 to 3,28,61,11/27/17,M,12/12/17,0.3717,15,NA,NA,N
1 to 3,28,67,11/27/17,M,12/12/17,0.401,15,NA,NA,N
1 to 3,28,69,11/27/17,M,12/12/17,0.3597,15,NA,NA,N
1 to 3,10,1,8/3/17,M,8/14/17,0.3448,14,NA,NA,N
1 to 3,10,6,8/3/17,M,8/14/17,0.3558,14,NA,NA,N
1 to 3,10,7,8/3/17,M,8/14/17,0.3576,14,NA,NA,N
1 to 3,10,8,8/3/17,M,8/14/17,0.349,14,NA,NA,N
1 to 3,10,11,8/3/17,M,8/14/17,0.3506,14,NA,NA,N
1 to 3,10,12,8/3/17,M,8/14/17,0.3418,14,NA,NA,N
1 to 3,10,17,8/3/17,M,8/14/17,0.3328,14,NA,NA,N
1 to 3,10,18,8/3/17,M,8/14/17,0.3694,14,NA,NA,N
1 to 3,10,20,8/3/17,M,8/14/17,0.3942,14,NA,NA,N
1 to 3,10,21,8/3/17,M,8/14/17,0.3752,14,NA,NA,N
1 to 3,10,22,8/3/17,M,8/14/17,0.3241,14,NA,NA,N
1 to 3,10,27,8/3/17,M,8/14/17,0.3581,14,NA,NA,N
1 to 3,10,30,8/3/17,M,8/14/17,0.3841,14,NA,NA,N
1 to 3,10,35,8/3/17,M,8/14/17,0.3623,14,NA,NA,N
1 to 3,10,36,8/3/17,M,8/14/17,0.3711,14,NA,NA,N
1 to 3,10,38,8/3/17,M,8/14/17,0.3656,14,NA,NA,N
1 to 3,10,47,8/3/17,M,8/14/17,0.3939,14,NA,NA,N
1 to 3,10,49,8/3/17,M,8/14/17,0.3325,14,NA,NA,N
1 to 3,10,50,8/3/17,M,8/14/17,0.3816,14,NA,NA,N
1 to 3,10,51,8/3/17,M,8/14/17,0.3847,14,NA,NA,N
1 to 3,10,55,8/3/17,M,8/14/17,0.3041,14,NA,NA,N
1 to 3,10,60,8/3/17,M,8/14/17,0.3812,14,NA,NA,N
1 to 3,10,63,8/3/17,M,8/14/17,0.3716,14,NA,NA,N
1 to 3,12,2,8/8/17,M,8/21/17,0.4047,14,9/1/17,24,N
1 to 3,12,5,8/8/17,M,8/21/17,0.3378,14,8/31/17,23,N
1 to 3,12,27,8/8/17,M,8/21/17,0.3206,14,8/31/17,23,N
1 to 3,12,44,8/8/17,M,8/21/17,0.3079,14,8/31/17,23,N
1 to 3,12,58,8/8/17,M,8/21/17,0.3034,14,9/4/17,27,N
1 to 3,12,62,8/8/17,M,8/21/17,0.3437,14,8/31/17,23,N
1 to 3,14,1,8/14/17,M,8/26/17,0.3607,14,9/4/17,21,N
1 to 3,14,14,8/14/17,M,8/26/17,0.4061,14,9/4/17,21,N
1 to 3,14,19,8/14/17,M,8/26/17,0.4487,14,9/3/17,20,N
1 to 3,14,25,8/14/17,M,8/26/17,0.3662,14,9/4/17,21,N
1 to 3,14,27,8/14/17,M,8/26/17,0.3597,14,9/4/17,21,N
1 to 3,14,29,8/14/17,M,8/26/17,0.3742,14,9/4/17,21,N
1 to 3,14,32,8/14/17,M,8/26/17,0.4633,14,NA,NA,N
1 to 3,20,8,9/5/17,M,9/19/17,0.3971,14,9/29/17,24,N
1 to 3,20,49,9/5/17,M,9/19/17,0.3812,14,9/29/17,24,N
1 to 3,20,65,9/5/17,M,9/19/17,0.3436,14,9/29/17,24,N
1 to 3,25,37,10/25/17,M,11/7/17,0.381,14,11/19/17,25,N
1 to 3,25,43,10/25/17,M,11/7/17,0.3342,14,11/20/17,26,N
1 to 3,26,1,10/30/17,M,11/12/17,0.3394,14,11/22/17,23,N
1 to 3,26,10,10/30/17,M,11/12/17,0.381,14,11/22/17,23,N
1 to 3,26,23,10/30/17,M,11/12/17,0.3262,14,11/22/17,23,N
1 to 3,26,25,10/30/17,M,11/12/17,0.4445,14,11/23/17,24,N
1 to 3,26,28,10/30/17,M,11/12/17,0.424,14,11/22/17,23,N
1 to 3,26,32,10/30/17,M,11/12/17,0.4289,14,11/23/17,24,N
1 to 3,26,35,10/30/17,M,11/12/17,0.3248,14,11/23/17,24,N
1 to 3,26,38,10/30/17,M,11/12/17,0.3335,14,11/24/17,25,N
1 to 3,26,40,10/30/17,M,11/12/17,0.3453,14,11/22/17,23,N
1 to 3,26,44,10/30/17,M,11/12/17,0.3735,14,11/23/17,24,N
1 to 3,26,47,10/30/17,M,11/12/17,0.3551,14,11/22/17,23,N
1 to 3,26,48,10/30/17,M,11/12/17,0.3275,14,11/23/17,24,N
1 to 3,26,50,10/30/17,M,11/12/17,0.3533,14,11/23/17,24,N
1 to 3,26,52,10/30/17,M,11/12/17,0.3081,14,11/24/17,25,N
1 to 3,26,56,10/30/17,M,11/12/17,0.3359,14,11/23/17,24,N
1 to 3,26,58,10/30/17,M,11/12/17,0.3716,14,11/22/17,23,N
1 to 3,26,64,10/30/17,M,11/12/17,0.3987,14,11/22/17,23,N
1 to 3,28,16,11/27/17,M,12/11/17,0.3525,14,NA,NA,N
1 to 3,28,17,11/27/17,M,12/11/17,0.3092,14,NA,NA,N
1 to 3,28,22,11/27/17,M,12/11/17,0.3288,14,NA,NA,N
1 to 3,28,28,11/27/17,M,12/11/17,0.3902,14,NA,NA,N
1 to 3,28,36,11/27/17,M,12/11/17,0.3282,14,NA,NA,N
1 to 3,28,39,11/27/17,M,12/11/17,0.3179,14,NA,NA,N
1 to 3,28,52,11/27/17,M,12/11/17,0.3439,14,12/22/17,25,N
1 to 3,28,60,11/27/17,M,12/11/17,0.3797,14,NA,NA,N
1 to 3,12,29,8/14/17,M,8/27/17,0.3381,13,9/7/17,24,N
1 to 3,14,31,8/10/17,M,8/23/17,0.3686,13,NA,NA,N
1 to 3,15,4,8/14/17,M,8/27/17,0.3087,13,9/7/17,24,N
1 to 3,15,10,8/14/17,M,8/27/17,0.3378,13,9/7/17,24,N
1 to 3,15,11,8/14/17,M,8/27/17,0.3007,13,9/7/17,24,N
1 to 3,11,1,8/7/17,M,8/19/17,0.331,13,8/29/17,22,N
1 to 3,11,5,8/7/17,M,8/19/17,0.3235,13,8/29/17,22,N
1 to 3,11,8,8/7/17,M,8/19/17,0.3803,13,8/29/17,22,N
1 to 3,11,9,8/7/17,M,8/19/17,0.3573,13,8/29/17,22,N
1 to 3,11,12,8/7/17,M,8/19/17,0.3582,13,8/29/17,22,N
1 to 3,11,15,8/7/17,M,8/19/17,0.3708,13,8/31/17,24,N
1 to 3,11,20,8/7/17,M,8/19/17,0.3079,13,8/30/17,23,N
1 to 3,11,22,8/7/17,M,8/19/17,0.345,13,8/29/17,22,N
1 to 3,11,25,8/7/17,M,8/19/17,0.376,13,8/31/17,24,N
1 to 3,11,26,8/7/17,M,8/19/17,0.4037,13,8/30/17,23,N
1 to 3,11,29,8/7/17,M,8/19/17,0.3138,13,8/31/17,24,N
1 to 3,11,34,8/7/17,M,8/19/17,0.3836,13,8/29/17,22,N
1 to 3,11,38,8/7/17,M,8/19/17,0.3258,13,8/30/17,23,N
1 to 3,11,39,8/7/17,M,8/19/17,0.3738,13,8/29/17,22,N
1 to 3,11,40,8/7/17,M,8/19/17,0.3119,13,8/30/17,23,N
1 to 3,11,42,8/7/17,M,8/19/17,0.3637,13,8/29/17,22,N
1 to 3,11,43,8/7/17,M,8/19/17,0.319,13,8/28/17,21,N
1 to 3,11,46,8/7/17,M,8/19/17,0.3543,13,8/29/17,22,N
1 to 3,11,48,8/7/17,M,8/19/17,0.3281,13,8/29/17,22,N
1 to 3,11,51,8/7/17,M,8/19/17,0.3259,13,8/30/17,23,N
1 to 3,11,55,8/7/17,M,8/19/17,0.3352,13,8/30/17,23,N
1 to 3,11,56,8/7/17,M,8/19/17,0.3412,13,8/30/17,23,N
1 to 3,11,58,8/7/17,M,8/19/17,0.2801,13,8/29/17,22,N
1 to 3,11,59,8/7/17,M,8/19/17,0.3427,13,8/29/17,22,N
1 to 3,11,62,8/7/17,M,8/19/17,0.3692,13,8/29/17,22,N
1 to 3,11,64,8/7/17,M,8/19/17,0.3463,13,8/29/17,22,N
1 to 3,12,4,8/8/17,M,8/20/17,0.3291,13,8/31/17,23,N
1 to 3,12,13,8/8/17,M,8/20/17,0.3488,13,8/31/17,23,N
1 to 3,12,40,8/8/17,M,8/20/17,0.3534,13,8/31/17,23,N
1 to 3,20,10,9/5/17,M,9/18/17,0.4291,13,9/29/17,24,N
1 to 3,20,23,9/5/17,M,9/18/17,0.4004,13,9/29/17,24,N
1 to 3,20,44,9/5/17,M,9/18/17,0.4396,13,9/29/17,24,N
1 to 3,24,4,10/11/17,M,10/24/17,0.3869,13,NA,NA,N
1 to 3,24,7,10/11/17,M,10/24/17,0.3698,13,NA,NA,N
1 to 3,24,21,10/11/17,M,10/24/17,0.4375,13,NA,NA,N
1 to 3,24,63,10/11/17,M,10/24/17,0.3875,13,NA,NA,N
1 to 3,25,29,10/25/17,M,11/6/17,0.363,13,11/19/17,25,N
1 to 3,25,52,10/25/17,M,11/6/17,0.3978,13,11/19/17,25,N
1 to 3,25,53,10/25/17,M,11/6/17,0.351,13,11/19/17,25,N
1 to 3,25,56,10/25/17,M,11/6/17,0.3465,13,11/18/17,24,N
1 to 3,25,58,10/25/17,M,11/6/17,0.3684,13,11/19/17,25,N
1 to 3,26,19,10/30/17,M,11/11/17,0.3779,13,11/23/17,24,N
1 to 3,26,55,10/30/17,M,11/11/17,0.3715,13,11/22/17,23,N
1 to 3,26,61,10/30/17,M,11/11/17,0.3423,13,11/22/17,23,N
1 to 3,26,62,10/30/17,M,11/11/17,0.3624,13,11/22/17,23,N
1 to 3,27,30,11/13/17,M,11/26/17,0.3986,13,12/7/17,24,N
1 to 3,27,46,11/13/17,M,11/26/17,0.3708,13,12/7/17,24,N
1 to 3,27,64,11/13/17,M,11/26/17,0.3899,13,12/7/17,24,N
1 to 3,28,5,11/27/17,M,12/10/17,0.3722,13,NA,NA,N
1 to 3,28,9,11/27/17,M,12/10/17,0.2751,13,NA,NA,N
1 to 3,28,13,11/27/17,M,12/10/17,0.3397,13,NA,NA,N
1 to 3,28,18,11/27/17,M,12/10/17,0.3758,13,NA,NA,N
1 to 3,28,23,11/27/17,M,12/10/17,0.335,13,NA,NA,N
1 to 3,28,35,11/27/17,M,12/10/17,0.3662,13,12/22/17,25,N
1 to 3,28,47,11/27/17,M,12/10/17,0.3533,13,NA,NA,N
1 to 3,28,55,11/27/17,M,12/10/17,0.3718,13,12/22/17,25,N
1 to 3,28,62,11/27/17,M,12/10/17,0.3637,13,12/22/17,25,N
1 to 3,28,65,11/27/17,M,12/10/17,0.3399,13,NA,NA,N
1 to 3,29,4,12/4/17,M,12/17/17,0.3837,13,NA,NA,N
1 to 3,29,10,12/4/17,M,12/17/17,0.4157,13,NA,NA,N
1 to 3,29,15,12/4/17,M,12/17/17,0.3719,13,NA,NA,N
1 to 3,29,30,12/4/17,M,12/17/17,0.3735,13,NA,NA,N
1 to 3,29,39,12/4/17,M,12/17/17,0.3358,13,NA,NA,N
1 to 3,29,62,12/4/17,M,12/17/17,0.4186,13,NA,NA,N
1 to 3,33,4,2/20/18,M,3/5/18,0.3384,13,NA,NA,N
1 to 3,33,8,2/20/18,M,3/5/18,0.3284,13,NA,NA,N
1 to 3,33,20,2/20/18,M,3/5/18,0.3545,13,NA,NA,N
1 to 3,33,23,2/20/18,M,3/5/18,0.2986,13,NA,NA,N
1 to 3,33,24,2/20/18,M,3/5/18,0.2988,13,NA,NA,N
1 to 3,33,25,2/20/18,M,3/5/18,0.3781,13,NA,NA,N
1 to 3,33,27,2/20/18,M,3/5/18,0.2765,13,NA,NA,N
1 to 3,33,31,2/20/18,M,3/5/18,0.3545,13,NA,NA,N
1 to 3,33,32,2/20/18,M,3/5/18,0.3215,13,NA,NA,N
1 to 3,11,2,8/11/17,M,8/23/17,0.3534,12,NA,NA,N
1 to 3,11,4,8/11/17,M,8/23/17,0.3977,12,NA,NA,N
1 to 3,11,6,8/11/17,M,8/23/17,0.3331,12,NA,NA,N
1 to 3,11,10,8/11/17,M,8/23/17,0.3703,12,NA,NA,N
1 to 3,11,13,8/11/17,M,8/23/17,0.3619,12,NA,NA,N
1 to 3,11,16,8/11/17,M,8/23/17,0.3679,12,NA,NA,N
1 to 3,11,23,8/11/17,M,8/23/17,0.3656,12,NA,NA,N
1 to 3,11,29,8/11/17,M,8/23/17,0.3555,12,NA,NA,N
1 to 3,11,30,8/11/17,M,8/23/17,0.3959,12,NA,NA,N
1 to 3,11,32,8/11/17,M,8/23/17,0.3629,12,NA,NA,N
1 to 3,12,2,8/14/17,M,8/26/17,0.3206,12,9/7/17,24,N
1 to 3,12,4,8/14/17,M,8/26/17,0.3733,12,9/7/17,24,N
1 to 3,12,6,8/14/17,M,8/26/17,0.377,12,9/7/17,24,N
1 to 3,12,8,8/14/17,M,8/26/17,0.3661,12,9/7/17,24,N
1 to 3,12,12,8/14/17,M,8/26/17,0.3767,12,9/7/17,24,N
1 to 3,12,15,8/14/17,M,8/26/17,0.3796,12,9/7/17,24,N
1 to 3,12,18,8/14/17,M,8/26/17,0.3508,12,9/6/17,23,N
1 to 3,12,22,8/14/17,M,8/26/17,0.3537,12,9/6/17,23,N
1 to 3,12,26,8/14/17,M,8/26/17,0.349,12,9/7/17,24,N
1 to 3,12,27,8/14/17,M,8/26/17,0.3397,12,9/6/17,23,N
1 to 3,12,30,8/14/17,M,8/26/17,0.3494,12,9/6/17,23,N
1 to 3,12,34,8/14/17,M,8/26/17,0.3599,12,9/7/17,24,N
1 to 3,12,35,8/14/17,M,8/26/17,0.3648,12,9/7/17,24,N
1 to 3,12,38,8/14/17,M,8/26/17,0.3561,12,9/7/17,24,N
1 to 3,12,51,8/14/17,M,8/26/17,0.2747,12,9/6/17,23,N
1 to 3,12,54,8/14/17,M,8/26/17,0.3009,12,9/7/17,24,N
1 to 3,12,57,8/14/17,M,8/26/17,0.3832,12,9/7/17,24,N
1 to 3,12,64,8/14/17,M,8/26/17,0.3752,12,9/7/17,24,N
1 to 3,14,2,8/10/17,M,8/22/17,0.3836,12,NA,NA,N
1 to 3,14,4,8/10/17,M,8/22/17,0.309,12,NA,NA,N
1 to 3,14,5,8/10/17,M,8/22/17,0.308,12,NA,NA,N
1 to 3,14,8,8/10/17,M,8/22/17,0.2839,12,NA,NA,N
1 to 3,14,15,8/10/17,M,8/22/17,0.3161,12,NA,NA,N
1 to 3,14,16,8/10/17,M,8/22/17,0.3234,12,NA,NA,N
1 to 3,14,19,8/10/17,M,8/22/17,0.3173,12,NA,NA,N
1 to 3,14,21,8/10/17,M,8/22/17,0.3347,12,NA,NA,N
1 to 3,14,22,8/10/17,M,8/22/17,0.3217,12,NA,NA,N
1 to 3,14,26,8/10/17,M,8/22/17,0.2821,12,NA,NA,N
1 to 3,14,33,8/10/17,M,8/22/17,0.3285,12,NA,NA,N
1 to 3,14,40,8/10/17,M,8/22/17,0.3084,12,NA,NA,N
1 to 3,14,41,8/10/17,M,8/22/17,0.2983,12,NA,NA,N
1 to 3,14,43,8/10/17,M,8/22/17,0.2913,12,NA,NA,N
1 to 3,14,44,8/10/17,M,8/22/17,0.3171,12,NA,NA,N
1 to 3,14,48,8/10/17,M,8/22/17,0.3424,12,NA,NA,N
1 to 3,14,49,8/10/17,M,8/22/17,0.3259,12,NA,NA,N
1 to 3,14,51,8/10/17,M,8/22/17,0.318,12,NA,NA,N
1 to 3,14,53,8/10/17,M,8/22/17,0.3124,12,NA,NA,N
1 to 3,14,54,8/10/17,M,8/22/17,0.3437,12,NA,NA,N
1 to 3,14,64,8/10/17,M,8/22/17,0.2809,12,NA,NA,N
1 to 3,14,65,8/10/17,M,8/22/17,0.3291,12,NA,NA,N
1 to 3,14,67,8/10/17,M,8/22/17,0.3601,12,NA,NA,N
1 to 3,14,70,8/10/17,M,8/22/17,0.3337,12,NA,NA,N
1 to 3,14,71,8/10/17,M,8/22/17,0.3115,12,NA,NA,N
1 to 3,14,77,8/10/17,M,8/22/17,0.3061,12,NA,NA,N
1 to 3,14,78,8/10/17,M,8/22/17,0.3131,12,NA,NA,N
1 to 3,14,83,8/10/17,M,8/22/17,0.3495,12,NA,NA,N
1 to 3,15,3,8/14/17,M,8/26/17,0.3385,12,9/6/17,23,N
1 to 3,15,5,8/14/17,M,8/26/17,0.3443,12,9/6/17,23,N
1 to 3,15,8,8/14/17,M,8/26/17,0.3726,12,9/6/17,23,N
1 to 3,15,9,8/14/17,M,8/26/17,0.3217,12,9/7/17,24,N
1 to 3,15,22,8/14/17,M,8/26/17,0.3132,12,9/7/17,24,N
1 to 3,15,23,8/14/17,M,8/26/17,0.3046,12,9/6/17,23,N
1 to 3,15,26,8/14/17,M,8/26/17,0.3213,12,9/4/17,21,N
1 to 3,15,28,8/14/17,M,8/26/17,0.3442,12,9/6/17,23,N
1 to 3,15,34,8/14/17,M,8/26/17,0.3536,12,9/7/17,24,N
1 to 3,15,38,8/14/17,M,8/26/17,0.3485,12,9/7/17,24,N
1 to 3,15,39,8/14/17,M,8/26/17,0.3442,12,9/6/17,23,N
1 to 3,1,7,5/2/17,M,5/13/17,0.358,12,NA,NA,N
1 to 3,1,8,5/2/17,M,5/13/17,0.3278,12,NA,NA,N
1 to 3,1,9,5/2/17,M,5/13/17,0.3481,12,NA,NA,N
1 to 3,1,12,5/2/17,M,5/13/17,0.2643,12,NA,NA,N
1 to 3,1,13,5/2/17,M,5/13/17,0.2862,12,NA,NA,N
1 to 3,1,14,5/2/17,M,5/13/17,0.306,12,NA,NA,N
1 to 3,1,15,5/2/17,M,5/13/17,0.329,12,NA,NA,N
1 to 3,1,16,5/2/17,M,5/13/17,0.339,12,NA,NA,N
1 to 3,1,19,5/2/17,M,5/13/17,0.2213,12,NA,NA,N
1 to 3,1,21,5/2/17,M,5/13/17,0.3594,12,NA,NA,N
1 to 3,1,22,5/2/17,M,5/13/17,0.2761,12,NA,NA,N
1 to 3,1,23,5/2/17,M,5/13/17,0.3291,12,NA,NA,N
1 to 3,1,24,5/2/17,M,5/13/17,0.3427,12,NA,NA,N
1 to 3,1,28,5/2/17,M,5/13/17,0.4002,12,NA,NA,N
1 to 3,1,30,5/2/17,M,5/13/17,0.2895,12,NA,NA,N
1 to 3,1,39,5/2/17,M,5/13/17,0.2988,12,NA,NA,N
1 to 3,1,40,5/2/17,M,5/13/17,0.3515,12,NA,NA,N
1 to 3,1,44,5/2/17,M,5/13/17,0.3626,12,NA,NA,N
1 to 3,1,47,5/2/17,M,5/13/17,0.3514,12,NA,NA,N
1 to 3,1,48,5/2/17,M,5/13/17,0.2823,12,NA,NA,N
1 to 3,1,49,5/2/17,M,5/13/17,0.3641,12,NA,NA,N
1 to 3,1,52,5/2/17,M,5/13/17,0.3225,12,NA,NA,N
1 to 3,1,54,5/2/17,M,5/13/17,0.3307,12,NA,NA,N
1 to 3,1,56,5/2/17,M,5/13/17,0.3443,12,NA,NA,N
1 to 3,1,57,5/2/17,M,5/13/17,0.3355,12,NA,NA,N
1 to 3,1,59,5/2/17,M,5/13/17,0.3212,12,NA,NA,N
1 to 3,1,60,5/2/17,M,5/13/17,0.3434,12,NA,NA,N
1 to 3,1,61,5/2/17,M,5/13/17,0.3079,12,NA,NA,N
1 to 3,1,64,5/2/17,M,5/13/17,0.3386,12,NA,NA,N
1 to 3,12,7,8/8/17,M,8/19/17,0.3283,12,8/30/17,22,N
1 to 3,12,11,8/8/17,M,8/19/17,0.3528,12,8/30/17,22,N
1 to 3,12,14,8/8/17,M,8/19/17,0.3104,12,8/30/17,22,N
1 to 3,12,20,8/8/17,M,8/19/17,0.3626,12,8/30/17,22,N
1 to 3,12,21,8/8/17,M,8/19/17,0.3428,12,8/30/17,22,N
1 to 3,12,22,8/8/17,M,8/19/17,0.3955,12,8/31/17,23,N
1 to 3,12,23,8/8/17,M,8/19/17,0.3747,12,8/30/17,22,N
1 to 3,12,24,8/8/17,M,8/19/17,0.3266,12,8/30/17,22,N
1 to 3,12,28,8/8/17,M,8/19/17,0.3394,12,8/30/17,22,N
1 to 3,12,41,8/8/17,M,8/19/17,0.363,12,8/30/17,22,N
1 to 3,12,43,8/8/17,M,8/19/17,0.3236,12,8/31/17,23,N
1 to 3,12,45,8/8/17,M,8/19/17,0.3426,12,8/30/17,22,N
1 to 3,12,46,8/8/17,M,8/19/17,0.3425,12,8/31/17,23,N
1 to 3,12,48,8/8/17,M,8/19/17,0.3665,12,8/31/17,23,N
1 to 3,12,49,8/8/17,M,8/19/17,0.3355,12,8/30/17,22,N
1 to 3,12,51,8/8/17,M,8/19/17,0.3094,12,8/30/17,22,N
1 to 3,12,52,8/8/17,M,8/19/17,0.3411,12,8/30/17,22,N
1 to 3,12,59,8/8/17,M,8/19/17,0.3034,12,8/30/17,22,N
1 to 3,12,61,8/8/17,M,8/19/17,0.3221,12,8/30/17,22,N
1 to 3,12,64,8/8/17,M,8/19/17,0.3969,12,8/30/17,22,N
1 to 3,13,4,8/14/17,M,8/24/17,0.3773,12,9/3/17,20,N
1 to 3,13,7,8/14/17,M,8/24/17,0.3606,12,9/2/17,19,N
1 to 3,13,15,8/14/17,M,8/24/17,0.3922,12,9/4/17,21,N
1 to 3,20,3,9/5/17,M,9/17/17,0.311,12,9/29/17,24,N
1 to 3,20,5,9/5/17,M,9/17/17,0.3643,12,9/29/17,24,N
1 to 3,20,11,9/5/17,M,9/17/17,0.3065,12,9/29/17,24,N
1 to 3,20,13,9/5/17,M,9/17/17,0.4,12,9/29/17,24,N
1 to 3,20,14,9/5/17,M,9/17/17,0.3661,12,9/29/17,24,N
1 to 3,20,17,9/5/17,M,9/17/17,0.4156,12,9/29/17,24,N
1 to 3,20,18,9/5/17,M,9/17/17,0.4132,12,9/29/17,24,N
1 to 3,20,19,9/5/17,M,9/17/17,0.3605,12,9/29/17,24,N
1 to 3,20,20,9/5/17,M,9/17/17,0.3876,12,9/29/17,24,N
1 to 3,20,27,9/5/17,M,9/17/17,0.3617,12,9/29/17,24,N
1 to 3,20,34,9/5/17,M,9/17/17,0.3903,12,9/29/17,24,N
1 to 3,20,39,9/5/17,M,9/17/17,0.3586,12,9/29/17,24,N
1 to 3,20,40,9/5/17,M,9/17/17,0.3965,12,9/29/17,24,N
1 to 3,20,41,9/5/17,M,9/17/17,0.3937,12,9/29/17,24,N
1 to 3,20,46,9/5/17,M,9/17/17,0.3941,12,9/29/17,24,N
1 to 3,20,50,9/5/17,M,9/17/17,0.4309,12,9/29/17,24,N
1 to 3,20,51,9/5/17,M,9/17/17,0.3815,12,9/29/17,24,N
1 to 3,20,53,9/5/17,M,9/17/17,0.3601,12,9/29/17,24,N
1 to 3,20,55,9/5/17,M,9/17/17,0.4072,12,9/29/17,24,N
1 to 3,20,56,9/5/17,M,9/17/17,0.3869,12,9/29/17,24,N
1 to 3,20,67,9/5/17,M,9/17/17,0.4181,12,9/29/17,24,N
1 to 3,20,69,9/5/17,M,9/17/17,0.367,12,9/29/17,24,N
1 to 3,20,71,9/5/17,M,9/17/17,0.4232,12,9/29/17,24,N
1 to 3,24,2,10/11/17,M,10/23/17,0.3872,12,NA,NA,N
1 to 3,24,5,10/11/17,M,10/23/17,0.3752,12,NA,NA,N
1 to 3,24,16,10/11/17,M,10/23/17,0.4332,12,NA,NA,N
1 to 3,24,17,10/11/17,M,10/23/17,0.3619,12,NA,NA,N
1 to 3,24,22,10/11/17,M,10/23/17,0.4166,12,NA,NA,N
